UserId,AttractionType,AvgRating,Visits
40196,Beaches,3.0,1
40197,Nature & Wildlife Areas,4.0,1
40197,Points of Interest & Landmarks,5.0,1
40199,Water Parks,5.0,1
40201,Religious Sites,4.0,1
40204,Water Parks,5.0,1
40207,Waterfalls,3.0,1
40208,Beaches,4.0,1
40208,Waterfalls,5.0,1
40212,Nature & Wildlife Areas,4.0,1
40213,Water Parks,5.0,2
40215,Beaches,5.0,1
40216,Waterfalls,5.0,1
40217,Ancient Ruins,5.0,1
40218,Water Parks,4.0,1
40223,National Parks,5.0,1
40226,Points of Interest & Landmarks,5.0,1
40233,Ballets,4.0,1
40240,Beaches,4.0,1
40240,Nature & Wildlife Areas,4.0,1
40242,History Museums,4.25,4
40242,Volcanos,5.0,1
40243,History Museums,5.0,1
40245,Nature & Wildlife Areas,3.0,1
40247,Nature & Wildlife Areas,5.0,1
40249,Points of Interest & Landmarks,5.0,1
40251,Nature & Wildlife Areas,5.0,1
40252,Nature & Wildlife Areas,4.0,1
40253,Nature & Wildlife Areas,3.0,1
40253,Water Parks,5.0,1
40255,Beaches,5.0,1
40256,Water Parks,5.0,1
40257,Religious Sites,5.0,1
40260,Religious Sites,5.0,1
40264,Religious Sites,4.0,2
40267,Nature & Wildlife Areas,5.0,1
40268,Water Parks,5.0,2
40273,Beaches,4.5,2
40273,Points of Interest & Landmarks,1.0,1
40274,Beaches,3.0,1
40275,Nature & Wildlife Areas,5.0,1
40275,Points of Interest & Landmarks,4.0,1
40276,Religious Sites,5.0,1
40281,Nature & Wildlife Areas,5.0,1
40283,Religious Sites,3.0,1
40284,Nature & Wildlife Areas,5.0,1
40284,Points of Interest & Landmarks,5.0,1
40284,Waterfalls,5.0,1
40287,History Museums,5.0,1
40288,Nature & Wildlife Areas,5.0,1
40295,Nature & Wildlife Areas,4.0,1
40296,Nature & Wildlife Areas,4.0,1
40296,Water Parks,5.0,1
40302,Nature & Wildlife Areas,5.0,1
40305,Beaches,4.0,3
40306,Beaches,3.0,1
40306,Religious Sites,5.0,2
40317,Beaches,5.0,1
40319,Water Parks,4.0,1
40320,Religious Sites,5.0,2
40324,Beaches,3.0,1
40325,History Museums,5.0,2
40327,Beaches,4.0,1
40329,History Museums,4.5,2
40330,Beaches,5.0,1
40334,Beaches,5.0,1
40336,Water Parks,5.0,1
40337,Nature & Wildlife Areas,5.0,1
40338,Water Parks,5.0,1
40343,Water Parks,5.0,1
40344,Volcanos,4.0,2
40345,Flea & Street Markets,3.0,1
40347,Historic Sites,4.6,5
40348,Historic Sites,5.0,1
40351,Religious Sites,3.0,1
40353,Volcanos,5.0,1
40361,Water Parks,5.0,1
40362,Beaches,4.0,1
40363,Religious Sites,3.0,1
40366,Nature & Wildlife Areas,5.0,1
40366,Water Parks,5.0,1
40369,Points of Interest & Landmarks,5.0,1
40370,Ancient Ruins,5.0,1
40370,Religious Sites,4.0,1
40371,Nature & Wildlife Areas,5.0,1
40371,Waterfalls,4.0,1
40377,Beaches,4.0,1
40378,Beaches,4.0,1
40383,National Parks,5.0,1
40385,Beaches,5.0,1
40386,Points of Interest & Landmarks,5.0,1
40389,Points of Interest & Landmarks,5.0,1
40391,Water Parks,5.0,1
40398,Religious Sites,5.0,1
40403,Nature & Wildlife Areas,5.0,1
40406,Ballets,3.0,1
40407,Flea & Street Markets,4.0,2
40409,Historic Sites,4.0,2
40409,Neighborhoods,4.0,1
40411,Points of Interest & Landmarks,4.0,1
40412,Nature & Wildlife Areas,5.0,1
40416,Religious Sites,5.0,1
40417,Points of Interest & Landmarks,3.0,1
40417,Waterfalls,4.0,1
40420,Caverns & Caves,5.0,1
40423,Beaches,5.0,1
40426,Volcanos,5.0,1
40427,Nature & Wildlife Areas,3.0,1
40434,Water Parks,5.0,1
40435,Nature & Wildlife Areas,4.0,1
40436,Nature & Wildlife Areas,5.0,1
40445,Points of Interest & Landmarks,4.0,1
40445,Waterfalls,4.0,1
40447,Historic Sites,3.5,2
40451,Points of Interest & Landmarks,3.0,1
40454,Nature & Wildlife Areas,4.0,1
40456,Beaches,3.0,1
40459,National Parks,5.0,1
40461,Flea & Street Markets,4.666666666666667,3
40462,Beaches,5.0,1
40468,Points of Interest & Landmarks,4.0,1
40469,Beaches,4.0,1
40471,Beaches,5.0,2
40471,History Museums,5.0,3
40473,Nature & Wildlife Areas,3.0,1
40474,Religious Sites,4.0,1
40477,Flea & Street Markets,4.4,5
40479,Religious Sites,5.0,1
40480,Water Parks,4.0,1
40482,Religious Sites,4.0,1
40484,Volcanos,5.0,2
40488,Religious Sites,5.0,1
40491,Religious Sites,3.0,1
40492,Nature & Wildlife Areas,5.0,1
40497,Beaches,5.0,1
40497,Nature & Wildlife Areas,4.666666666666667,3
40499,Religious Sites,5.0,1
40500,Religious Sites,3.0,1
40503,Nature & Wildlife Areas,4.0,1
40505,Nature & Wildlife Areas,3.0,1
40509,Points of Interest & Landmarks,5.0,1
40511,Beaches,3.0,1
40512,Beaches,4.0,1
40516,Beaches,2.0,2
40516,Nature & Wildlife Areas,5.0,1
40518,Beaches,5.0,1
40520,Religious Sites,2.0,1
40526,Water Parks,4.0,1
40530,Religious Sites,4.0,1
40531,Beaches,3.0,1
40531,Nature & Wildlife Areas,3.0,1
40531,Points of Interest & Landmarks,4.0,1
40531,Waterfalls,5.0,1
40532,Beaches,2.0,1
40536,Religious Sites,4.5,2
40537,Water Parks,5.0,1
40539,Nature & Wildlife Areas,3.0,1
40540,Religious Sites,3.0,1
40545,Religious Sites,2.0,1
40546,Religious Sites,5.0,1
40549,Beaches,5.0,1
40550,Points of Interest & Landmarks,5.0,1
40551,Nature & Wildlife Areas,5.0,1
40551,Points of Interest & Landmarks,4.0,1
40555,Volcanos,3.0,1
40562,Nature & Wildlife Areas,5.0,1
40562,Water Parks,5.0,1
40563,Caverns & Caves,5.0,1
40566,Beaches,3.0,1
40566,Water Parks,5.0,1
40567,Nature & Wildlife Areas,4.0,1
40567,Water Parks,5.0,3
40568,Volcanos,3.0,1
40571,Nature & Wildlife Areas,5.0,1
40578,Nature & Wildlife Areas,4.0,1
40579,Points of Interest & Landmarks,5.0,1
40582,Nature & Wildlife Areas,5.0,1
40582,Points of Interest & Landmarks,3.0,1
40586,History Museums,5.0,1
40592,Beaches,5.0,2
40592,Religious Sites,5.0,1
40593,Beaches,2.0,1
40593,Nature & Wildlife Areas,4.0,2
40593,Water Parks,5.0,2
40593,Waterfalls,3.0,1
40594,Volcanos,4.0,2
40596,Beaches,4.0,3
40596,Nature & Wildlife Areas,5.0,2
40596,Points of Interest & Landmarks,4.0,1
40596,Religious Sites,5.0,1
40596,Water Parks,5.0,1
40597,Beaches,5.0,1
40598,Nature & Wildlife Areas,2.0,1
40601,Water Parks,5.0,1
40607,Beaches,5.0,1
40607,Religious Sites,3.0,1
40610,Water Parks,4.5,2
40613,Nature & Wildlife Areas,4.0,1
40615,Beaches,4.0,1
40617,Religious Sites,5.0,1
40619,Nature & Wildlife Areas,4.0,1
40619,Religious Sites,4.0,1
40629,Volcanos,4.0,1
40635,Beaches,4.0,1
40638,Nature & Wildlife Areas,4.0,1
40640,Nature & Wildlife Areas,5.0,1
40640,Points of Interest & Landmarks,3.0,1
40645,Waterfalls,4.0,1
40646,Religious Sites,4.0,1
40651,Water Parks,5.0,2
40654,Nature & Wildlife Areas,3.0,1
40654,Points of Interest & Landmarks,3.0,1
40655,Beaches,4.0,1
40655,Religious Sites,3.0,1
40661,Water Parks,5.0,1
40669,Nature & Wildlife Areas,4.0,1
40670,Water Parks,5.0,1
40671,Beaches,4.0,1
40680,Nature & Wildlife Areas,5.0,1
40680,Religious Sites,5.0,1
40680,Waterfalls,5.0,1
40682,Beaches,3.0,1
40682,Points of Interest & Landmarks,4.0,1
40683,Volcanos,4.5,2
40684,Waterfalls,3.0,1
40686,Water Parks,5.0,1
40687,Religious Sites,4.0,1
40688,Nature & Wildlife Areas,5.0,1
40691,Beaches,5.0,1
40692,Nature & Wildlife Areas,5.0,1
40694,Water Parks,5.0,1
40695,Beaches,4.0,1
40695,Points of Interest & Landmarks,4.0,1
40695,Religious Sites,4.0,1
40696,Volcanos,4.0,5
40697,Beaches,5.0,1
40698,History Museums,5.0,1
40699,Religious Sites,5.0,2
40700,Religious Sites,5.0,1
40702,Nature & Wildlife Areas,5.0,1
40703,Water Parks,5.0,2
40704,Religious Sites,4.0,1
40705,Beaches,5.0,1
40706,Nature & Wildlife Areas,5.0,1
40707,Beaches,5.0,1
40708,Caverns & Caves,5.0,1
40709,Nature & Wildlife Areas,4.0,1
40710,Water Parks,5.0,1
40712,Nature & Wildlife Areas,3.0,1
40714,Nature & Wildlife Areas,4.0,1
40717,Beaches,5.0,2
40718,Beaches,3.0,1
40719,Nature & Wildlife Areas,5.0,1
40720,Beaches,4.0,1
40720,Nature & Wildlife Areas,5.0,1
40722,Water Parks,5.0,2
40724,Nature & Wildlife Areas,5.0,1
40724,Points of Interest & Landmarks,5.0,1
40725,Points of Interest & Landmarks,5.0,1
40725,Religious Sites,5.0,1
40726,Nature & Wildlife Areas,5.0,1
40727,Religious Sites,5.0,1
40732,Points of Interest & Landmarks,2.0,1
40735,Beaches,3.0,1
40735,Nature & Wildlife Areas,5.0,1
40738,Beaches,5.0,1
40739,Waterfalls,4.0,1
40740,Water Parks,5.0,1
40741,Water Parks,5.0,2
40748,Beaches,5.0,1
40748,Flea & Street Markets,4.0,1
40749,Nature & Wildlife Areas,4.0,1
40751,Nature & Wildlife Areas,1.0,2
40753,Historic Sites,3.0,1
40753,Nature & Wildlife Areas,4.0,1
40755,Flea & Street Markets,4.0,5
40755,Points of Interest & Landmarks,4.0,1
40756,Beaches,5.0,1
40758,Beaches,4.0,1
40760,Beaches,3.0,1
40761,Nature & Wildlife Areas,4.0,2
40761,Waterfalls,3.0,1
40764,Nature & Wildlife Areas,4.0,1
40765,Water Parks,5.0,1
40766,Beaches,4.0,1
40766,Nature & Wildlife Areas,4.5,2
40766,Religious Sites,5.0,1
40769,Water Parks,5.0,1
40780,Water Parks,5.0,1
40785,Points of Interest & Landmarks,4.0,1
40786,Nature & Wildlife Areas,5.0,1
40786,Points of Interest & Landmarks,5.0,1
40787,Beaches,4.0,1
40788,Religious Sites,4.0,1
40789,Beaches,4.0,1
40790,Points of Interest & Landmarks,4.0,1
40791,Beaches,5.0,1
40795,Beaches,3.0,1
40796,Water Parks,5.0,1
40797,Beaches,4.0,2
40797,Water Parks,5.0,1
40804,Historic Sites,4.0,1
40805,Historic Sites,3.0,1
40806,Nature & Wildlife Areas,4.0,1
40806,Water Parks,5.0,1
40810,Nature & Wildlife Areas,5.0,1
40814,Water Parks,5.0,1
40816,Points of Interest & Landmarks,4.0,1
40817,Water Parks,5.0,1
40818,Nature & Wildlife Areas,3.0,1
40820,Points of Interest & Landmarks,4.0,1
40820,Water Parks,4.0,2
40821,Points of Interest & Landmarks,4.0,1
40822,Nature & Wildlife Areas,5.0,1
40824,Beaches,4.0,1
40824,Water Parks,5.0,1
40829,Beaches,5.0,1
40830,Beaches,4.0,1
40831,Religious Sites,4.0,1
40831,Waterfalls,5.0,1
40833,Nature & Wildlife Areas,5.0,1
40833,Points of Interest & Landmarks,4.0,1
40833,Water Parks,3.0,1
40833,Waterfalls,3.0,1
40834,Beaches,5.0,2
40835,History Museums,5.0,2
40838,Beaches,3.0,1
40839,Religious Sites,4.0,1
40843,Beaches,5.0,1
40849,Nature & Wildlife Areas,5.0,2
40851,Water Parks,5.0,2
40855,Water Parks,5.0,2
40856,Water Parks,5.0,1
40857,Water Parks,4.0,1
40859,Beaches,5.0,1
40862,Water Parks,5.0,1
40863,Water Parks,4.0,2
40865,Beaches,4.0,1
40868,Nature & Wildlife Areas,5.0,1
40869,Water Parks,5.0,1
40871,Religious Sites,5.0,1
40872,Beaches,4.0,1
40874,Historic Sites,4.0,2
40876,Nature & Wildlife Areas,2.0,1
40877,Ballets,5.0,1
40880,Water Parks,4.5,2
40881,Nature & Wildlife Areas,5.0,1
40882,Nature & Wildlife Areas,5.0,1
40884,Nature & Wildlife Areas,4.0,2
40885,Beaches,3.0,1
40887,Religious Sites,4.0,1
40889,Points of Interest & Landmarks,5.0,1
40890,Water Parks,5.0,1
40892,Water Parks,5.0,1
40893,Beaches,2.0,1
40894,Beaches,5.0,1
40894,Water Parks,5.0,2
40895,Nature & Wildlife Areas,5.0,1
40896,Nature & Wildlife Areas,4.0,1
40898,Nature & Wildlife Areas,5.0,1
40898,Religious Sites,5.0,1
40900,Nature & Wildlife Areas,5.0,1
40900,Religious Sites,4.0,1
40906,Nature & Wildlife Areas,5.0,2
40909,Beaches,5.0,1
40911,Nature & Wildlife Areas,3.0,1
40912,Nature & Wildlife Areas,4.666666666666667,3
40912,Points of Interest & Landmarks,4.0,1
40912,Water Parks,5.0,1
40912,Waterfalls,5.0,1
40914,Water Parks,5.0,1
40918,Nature & Wildlife Areas,5.0,1
40918,Points of Interest & Landmarks,5.0,1
40923,Beaches,2.0,1
40924,Beaches,4.0,2
40924,Nature & Wildlife Areas,5.0,1
40924,Points of Interest & Landmarks,5.0,2
40926,Points of Interest & Landmarks,3.0,1
40928,Nature & Wildlife Areas,5.0,2
40928,Waterfalls,5.0,1
40929,Water Parks,5.0,1
40936,Points of Interest & Landmarks,5.0,1
40937,Beaches,1.0,1
40939,Nature & Wildlife Areas,3.0,1
40939,Religious Sites,4.0,1
40942,Beaches,5.0,1
40945,Religious Sites,5.0,2
40946,Beaches,5.0,1
40949,Waterfalls,5.0,1
40954,Beaches,2.0,1
40954,Nature & Wildlife Areas,2.0,1
40954,Points of Interest & Landmarks,4.0,1
40954,Waterfalls,4.0,1
40963,Points of Interest & Landmarks,5.0,1
40969,Beaches,5.0,1
40975,Volcanos,4.222222222222222,9
40976,Nature & Wildlife Areas,5.0,1
40976,Points of Interest & Landmarks,5.0,1
40986,Water Parks,5.0,1
40987,Beaches,4.0,1
40988,Points of Interest & Landmarks,5.0,1
40991,Points of Interest & Landmarks,4.0,1
40991,Religious Sites,4.5,2
40992,Beaches,4.0,2
40992,Religious Sites,5.0,1
40994,Beaches,1.0,1
40997,Points of Interest & Landmarks,4.0,1
41000,National Parks,5.0,1
41001,Beaches,4.0,1
41001,Nature & Wildlife Areas,5.0,1
41002,Beaches,5.0,1
41002,Religious Sites,4.5,2
41003,Beaches,4.0,1
41003,Points of Interest & Landmarks,3.0,1
41003,Religious Sites,4.0,1
41012,Nature & Wildlife Areas,4.5,2
41012,Points of Interest & Landmarks,5.0,1
41014,Beaches,4.0,1
41017,Beaches,5.0,1
41017,Water Parks,5.0,1
41018,Religious Sites,5.0,1
41024,Water Parks,5.0,1
41025,Water Parks,5.0,1
41026,Beaches,3.0,1
41030,Nature & Wildlife Areas,5.0,1
41032,Beaches,2.0,2
41040,Points of Interest & Landmarks,5.0,1
41040,Religious Sites,2.0,2
41046,Beaches,4.0,1
41046,Water Parks,4.0,1
41048,Beaches,2.0,1
41048,Flea & Street Markets,2.5,2
41049,Points of Interest & Landmarks,5.0,1
41049,Waterfalls,5.0,1
41050,Nature & Wildlife Areas,3.0,1
41050,Points of Interest & Landmarks,4.0,1
41050,Religious Sites,4.0,1
41054,Religious Sites,4.0,1
41060,Beaches,2.0,1
41063,Nature & Wildlife Areas,5.0,2
41065,Religious Sites,3.0,1
41067,Points of Interest & Landmarks,4.0,1
41068,Religious Sites,5.0,1
41071,Nature & Wildlife Areas,5.0,1
41074,Points of Interest & Landmarks,4.0,2
41074,Waterfalls,4.0,1
41075,Volcanos,3.5,4
41077,Nature & Wildlife Areas,4.0,1
41079,Nature & Wildlife Areas,5.0,1
41079,Points of Interest & Landmarks,4.0,1
41084,Religious Sites,5.0,1
41086,Water Parks,5.0,1
41087,Nature & Wildlife Areas,4.0,1
41089,Water Parks,5.0,1
41091,Nature & Wildlife Areas,4.0,1
41095,Beaches,4.0,1
41104,Waterfalls,5.0,1
41105,Beaches,5.0,1
41105,Religious Sites,4.0,1
41105,Water Parks,4.0,1
41106,Water Parks,5.0,1
41107,Points of Interest & Landmarks,3.0,1
41109,Beaches,3.0,1
41110,Beaches,3.5,2
41111,Beaches,4.0,1
41111,Religious Sites,4.0,1
41118,Nature & Wildlife Areas,5.0,1
41118,Religious Sites,4.0,1
41119,Religious Sites,5.0,1
41119,Water Parks,5.0,2
41121,Flea & Street Markets,4.0,1
41122,Beaches,5.0,1
41124,Points of Interest & Landmarks,4.0,1
41126,Nature & Wildlife Areas,4.0,1
41126,Points of Interest & Landmarks,2.0,1
41128,Nature & Wildlife Areas,5.0,1
41129,Nature & Wildlife Areas,4.0,2
41129,Points of Interest & Landmarks,5.0,1
41131,Beaches,5.0,1
41132,Nature & Wildlife Areas,5.0,1
41134,Nature & Wildlife Areas,4.0,2
41134,Points of Interest & Landmarks,4.0,1
41134,Waterfalls,4.0,1
41135,Nature & Wildlife Areas,4.0,1
41136,Nature & Wildlife Areas,5.0,1
41139,Beaches,4.0,1
41139,Nature & Wildlife Areas,5.0,1
41139,Waterfalls,4.0,1
41142,Points of Interest & Landmarks,5.0,1
41144,Nature & Wildlife Areas,5.0,1
41151,Water Parks,5.0,2
41155,Nature & Wildlife Areas,5.0,1
41157,Nature & Wildlife Areas,5.0,1
41157,Points of Interest & Landmarks,5.0,1
41157,Waterfalls,5.0,1
41159,Volcanos,4.0,1
41165,Volcanos,4.666666666666667,3
41166,Points of Interest & Landmarks,5.0,1
41170,Points of Interest & Landmarks,4.0,1
41171,Flea & Street Markets,3.0,1
41172,Water Parks,5.0,1
41176,Water Parks,5.0,1
41177,Beaches,4.0,1
41177,Nature & Wildlife Areas,4.0,1
41178,Nature & Wildlife Areas,3.0,1
41180,Points of Interest & Landmarks,5.0,1
41183,Beaches,3.5,2
41183,Nature & Wildlife Areas,5.0,1
41183,Points of Interest & Landmarks,5.0,1
41183,Waterfalls,5.0,1
41190,Nature & Wildlife Areas,5.0,1
41190,Points of Interest & Landmarks,3.5,2
41190,Water Parks,5.0,1
41197,Ancient Ruins,5.0,1
41198,Waterfalls,5.0,1
41200,Water Parks,4.0,1
41203,Nature & Wildlife Areas,5.0,1
41212,Beaches,1.0,1
41212,Religious Sites,4.0,1
41213,Beaches,4.5,2
41215,Points of Interest & Landmarks,4.0,1
41218,Nature & Wildlife Areas,5.0,1
41218,Points of Interest & Landmarks,5.0,1
41218,Waterfalls,5.0,1
41220,Flea & Street Markets,3.3333333333333335,3
41221,Historic Sites,5.0,1
41222,Religious Sites,5.0,1
41222,Water Parks,5.0,2
41223,Nature & Wildlife Areas,1.0,1
41224,Nature & Wildlife Areas,5.0,1
41225,Nature & Wildlife Areas,5.0,1
41225,Religious Sites,3.0,1
41226,Nature & Wildlife Areas,4.0,1
41230,Points of Interest & Landmarks,3.0,1
41236,Water Parks,5.0,1
41239,Nature & Wildlife Areas,5.0,1
41242,Beaches,4.5,2
41244,Water Parks,4.0,1
41245,Nature & Wildlife Areas,3.0,1
41246,Beaches,2.0,1
41247,Nature & Wildlife Areas,4.0,2
41251,Points of Interest & Landmarks,1.0,1
41252,Water Parks,5.0,1
41253,Nature & Wildlife Areas,5.0,1
41254,Beaches,5.0,1
41254,Water Parks,4.0,1
41255,Water Parks,5.0,1
41256,Nature & Wildlife Areas,5.0,1
41257,Nature & Wildlife Areas,5.0,1
41257,Religious Sites,5.0,1
41258,Beaches,1.0,2
41258,Nature & Wildlife Areas,5.0,1
41258,Points of Interest & Landmarks,4.0,1
41260,Nature & Wildlife Areas,4.5,2
41260,Points of Interest & Landmarks,2.0,1
41262,Beaches,4.0,1
41262,Religious Sites,2.0,1
41264,Volcanos,4.0,1
41268,Nature & Wildlife Areas,5.0,1
41269,Ancient Ruins,3.6666666666666665,3
41273,Waterfalls,5.0,1
41274,Water Parks,5.0,1
41277,Beaches,3.0,1
41279,Nature & Wildlife Areas,4.0,1
41287,Nature & Wildlife Areas,4.0,1
41287,Points of Interest & Landmarks,5.0,1
41291,Water Parks,5.0,1
41292,Points of Interest & Landmarks,5.0,1
41293,Points of Interest & Landmarks,4.0,1
41297,Beaches,4.0,1
41298,Nature & Wildlife Areas,4.0,2
41306,Beaches,5.0,1
41309,Beaches,4.0,2
41310,Volcanos,4.333333333333333,3
41311,Beaches,5.0,1
41316,Nature & Wildlife Areas,5.0,1
41316,Religious Sites,5.0,1
41316,Water Parks,3.0,1
41318,Beaches,2.5,2
41318,Nature & Wildlife Areas,4.0,1
41319,Beaches,5.0,1
41320,Water Parks,5.0,1
41323,Nature & Wildlife Areas,5.0,1
41323,Religious Sites,5.0,1
41323,Waterfalls,5.0,1
41326,Beaches,4.0,1
41328,Water Parks,5.0,1
41332,Points of Interest & Landmarks,3.0,1
41333,Beaches,5.0,1
41333,Religious Sites,4.0,1
41335,Volcanos,5.0,1
41336,History Museums,3.5,4
41343,Nature & Wildlife Areas,4.0,1
41343,Points of Interest & Landmarks,5.0,1
41343,Water Parks,4.0,1
41345,Beaches,4.0,1
41350,Beaches,1.0,1
41352,Nature & Wildlife Areas,5.0,1
41352,Water Parks,5.0,1
41356,Water Parks,5.0,1
41358,Nature & Wildlife Areas,5.0,1
41359,Beaches,5.0,1
41359,Nature & Wildlife Areas,4.0,1
41359,Religious Sites,4.0,1
41360,Water Parks,5.0,1
41362,Water Parks,5.0,1
41363,Water Parks,4.0,1
41367,Religious Sites,3.0,1
41369,Nature & Wildlife Areas,3.0,1
41369,Points of Interest & Landmarks,4.0,1
41369,Religious Sites,1.0,1
41370,Nature & Wildlife Areas,4.0,1
41374,Flea & Street Markets,3.5,2
41376,Nature & Wildlife Areas,3.0,1
41376,Water Parks,5.0,1
41378,Nature & Wildlife Areas,5.0,1
41378,Waterfalls,5.0,1
41379,Beaches,5.0,1
41380,Beaches,5.0,1
41382,Nature & Wildlife Areas,4.0,1
41382,Water Parks,5.0,1
41385,Nature & Wildlife Areas,5.0,1
41389,Nature & Wildlife Areas,4.0,1
41389,Waterfalls,4.0,1
41390,Beaches,4.0,1
41390,Water Parks,5.0,1
41392,Points of Interest & Landmarks,4.0,1
41394,Volcanos,5.0,1
41396,Beaches,4.0,1
41398,Water Parks,5.0,1
41400,Nature & Wildlife Areas,4.0,1
41401,Beaches,4.0,1
41403,Nature & Wildlife Areas,5.0,2
41403,Points of Interest & Landmarks,4.0,2
41406,Beaches,5.0,1
41409,Waterfalls,3.0,1
41410,Ancient Ruins,4.0,1
41413,Beaches,4.0,1
41414,Beaches,5.0,1
41422,Nature & Wildlife Areas,4.0,1
41427,Beaches,5.0,1
41427,Nature & Wildlife Areas,5.0,1
41432,Nature & Wildlife Areas,5.0,1
41442,Beaches,4.0,1
41442,Nature & Wildlife Areas,4.0,1
41442,Points of Interest & Landmarks,4.0,1
41442,Religious Sites,4.0,1
41442,Waterfalls,4.0,1
41443,Beaches,4.0,2
41445,Nature & Wildlife Areas,4.0,1
41445,Waterfalls,5.0,1
41446,Beaches,4.0,1
41448,Beaches,3.0,1
41450,Beaches,5.0,1
41456,Religious Sites,4.0,1
41457,Nature & Wildlife Areas,4.0,1
41458,Points of Interest & Landmarks,5.0,1
41458,Waterfalls,4.0,1
41464,Nature & Wildlife Areas,3.0,1
41464,Water Parks,5.0,1
41465,Religious Sites,3.0,1
41466,Historic Sites,3.0,1
41467,Beaches,4.0,1
41470,Volcanos,4.0,5
41470,Waterfalls,4.0,1
41473,Beaches,5.0,1
41474,Religious Sites,4.0,1
41475,Beaches,5.0,1
41475,Nature & Wildlife Areas,3.0,1
41476,Nature & Wildlife Areas,3.0,1
41479,Beaches,3.0,1
41480,Beaches,4.0,1
41480,Nature & Wildlife Areas,3.0,1
41487,Nature & Wildlife Areas,4.0,1
41487,Religious Sites,3.0,1
41494,Historic Sites,3.0,1
41494,Points of Interest & Landmarks,4.0,1
41497,Beaches,5.0,1
41497,Flea & Street Markets,5.0,1
41497,Points of Interest & Landmarks,5.0,1
41498,Beaches,4.0,1
41498,Water Parks,5.0,1
41502,Beaches,4.0,1
41508,Nature & Wildlife Areas,5.0,1
41509,Points of Interest & Landmarks,4.0,1
41510,Water Parks,5.0,1
41511,Nature & Wildlife Areas,4.0,1
41516,Beaches,5.0,1
41518,Nature & Wildlife Areas,4.0,1
41524,Nature & Wildlife Areas,4.333333333333333,3
41525,Points of Interest & Landmarks,4.0,1
41528,Religious Sites,5.0,1
41529,Beaches,2.0,1
41530,Water Parks,5.0,1
41531,Nature & Wildlife Areas,4.0,1
41532,Beaches,3.0,1
41537,Beaches,5.0,1
41539,Points of Interest & Landmarks,5.0,1
41543,Points of Interest & Landmarks,4.0,1
41549,Nature & Wildlife Areas,5.0,1
41549,Religious Sites,5.0,1
41551,Beaches,5.0,1
41554,Beaches,5.0,1
41557,Nature & Wildlife Areas,4.0,2
41558,Water Parks,5.0,1
41559,Nature & Wildlife Areas,4.0,1
41562,Religious Sites,4.0,1
41562,Water Parks,5.0,2
41564,History Museums,3.0,1
41565,Nature & Wildlife Areas,4.0,2
41565,Religious Sites,4.0,1
41569,Water Parks,5.0,1
41570,Water Parks,4.0,1
41571,Nature & Wildlife Areas,4.0,1
41572,Water Parks,5.0,1
41573,Water Parks,5.0,2
41574,Water Parks,5.0,1
41575,Nature & Wildlife Areas,4.0,1
41575,Points of Interest & Landmarks,3.0,1
41576,Points of Interest & Landmarks,3.0,1
41579,Beaches,5.0,1
41580,Nature & Wildlife Areas,5.0,1
41580,Points of Interest & Landmarks,5.0,1
41587,Nature & Wildlife Areas,5.0,1
41588,Nature & Wildlife Areas,3.0,1
41589,Beaches,5.0,2
41589,Nature & Wildlife Areas,2.0,1
41589,Religious Sites,3.0,1
41590,Water Parks,5.0,1
41592,Nature & Wildlife Areas,4.0,1
41593,Water Parks,5.0,2
41594,Beaches,3.0,1
41598,Historic Sites,3.0,1
41599,Water Parks,5.0,1
41600,Beaches,1.0,1
41602,Points of Interest & Landmarks,3.3333333333333335,3
41603,Water Parks,5.0,1
41605,Nature & Wildlife Areas,5.0,2
41607,Beaches,4.0,1
41612,Ancient Ruins,5.0,1
41614,Water Parks,5.0,1
41617,Religious Sites,4.0,1
41620,Religious Sites,5.0,1
41620,Water Parks,4.0,1
41624,Nature & Wildlife Areas,5.0,1
41625,Nature & Wildlife Areas,3.0,1
41625,Points of Interest & Landmarks,4.0,1
41627,Beaches,4.0,1
41627,Nature & Wildlife Areas,5.0,2
41629,Nature & Wildlife Areas,5.0,1
41631,Points of Interest & Landmarks,5.0,1
41631,Waterfalls,5.0,1
41637,Volcanos,4.0,2
41638,Religious Sites,5.0,1
41640,Neighborhoods,3.0,1
41641,Beaches,5.0,1
41643,Water Parks,1.0,1
41644,Beaches,2.0,1
41645,Beaches,3.0,1
41646,Beaches,4.0,1
41650,Water Parks,5.0,1
41652,Beaches,1.0,1
41653,Water Parks,5.0,1
41654,Water Parks,4.0,1
41657,Beaches,4.0,1
41657,Nature & Wildlife Areas,5.0,1
41657,Water Parks,4.666666666666667,3
41659,Beaches,2.0,1
41659,Nature & Wildlife Areas,5.0,1
41661,Beaches,1.0,1
41661,Waterfalls,1.0,1
41663,Nature & Wildlife Areas,4.0,1
41663,Points of Interest & Landmarks,4.0,1
41665,Nature & Wildlife Areas,4.0,1
41665,Water Parks,5.0,1
41667,Nature & Wildlife Areas,5.0,1
41667,Religious Sites,5.0,1
41667,Water Parks,4.0,1
41670,Beaches,5.0,1
41671,Nature & Wildlife Areas,4.0,1
41675,Flea & Street Markets,3.5,2
41678,Points of Interest & Landmarks,2.0,1
41679,Beaches,5.0,1
41682,Nature & Wildlife Areas,5.0,1
41684,Volcanos,4.0,1
41686,Beaches,5.0,1
41686,Nature & Wildlife Areas,5.0,1
41687,Nature & Wildlife Areas,4.0,1
41687,Points of Interest & Landmarks,5.0,1
41687,Water Parks,5.0,1
